unix,a,b,c,v,p,t,l,h,o
1609225284.4377384,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225294.6578813,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225305.1754696,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225315.721318,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225325.934029,17.168,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225336.1368964,17.166,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225346.3347037,17.166,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225356.5477507,17.166,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225366.752103,17.166,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225376.9699862,17.165,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225387.1751428,17.163,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225397.3946283,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225407.634835,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225418.121723,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225428.323933,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225438.531226,17.162,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225448.7580724,17.161,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225458.9625766,17.169,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225469.3219223,17.169,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225479.5213356,17.169,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225490.0120132,17.169,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225500.5543692,17.169,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225510.764165,17.169,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225521.0106308,17.168,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225531.2188034,17.168,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225541.4454458,17.168,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225551.665884,17.168,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225561.8900816,17.168,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225572.1187038,17.167,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225582.3435006,17.166,16.866,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225592.5661736,17.166,16.868,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225602.7857423,17.166,16.869,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225613.0726938,17.166,16.871,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225623.2894592,17.164,16.873,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225633.5017223,17.164,16.874,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225643.7229002,17.162,16.876,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225653.9338453,17.162,16.878,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225664.1622818,17.162,16.88,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225674.359909,17.162,16.882,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225684.580073,17.162,16.884,16.959,2560.18360325,17.63924,275,16.862,18.619,1
1609225694.9102392,17.16,16.885,16.959,2560.18360325,17.63924,275,16.862,18.619,1
