unix,a,b,c,v,p,t,l,h,o
1608871268.2934048,23501.70000,23500.80000,23512.20000,499.27358472,23572.38522,3326,23410.80000,23799.90000,2
1608871279.4713988,23501.70000,23501.60000,23512.20000,499.27358472,23572.38522,3326,23410.80000,23799.90000,2
1608871290.569886,23512.90000,23507.90000,23505.00000,499.27462514,23572.38508,3327,23410.80000,23799.90000,2
1608871302.2198641,23501.90000,23500.20000,23512.90000,499.29962514,23572.38210,3328,23410.80000,23799.90000,2
1608871313.332472,23505.90000,23502.20000,23512.90000,499.29962514,23572.38210,3328,23410.80000,23799.90000,2
1608871324.4591491,23501.20000,23500.10000,23500.00000,499.30457514,23572.38138,3329,23410.80000,23799.90000,2
1608871335.533201,23500.70000,23500.00000,23500.00000,499.30457514,23572.38138,3329,23410.80000,23799.90000,2
1608871346.592896,23500.10000,23500.00000,23500.00000,499.30457514,23572.38138,3329,23410.80000,23799.90000,2
1608871357.720334,23500.10000,23500.00000,23500.00000,499.30457514,23572.38138,3329,23410.80000,23799.90000,2
1608871368.8570518,23500.10000,23500.00000,23500.00000,499.30678394,23572.38106,3330,23410.80000,23799.90000,2
1608871379.912975,23500.10000,23500.00000,23500.00000,499.30678394,23572.38106,3330,23410.80000,23799.90000,2
1608871390.996275,23500.10000,23500.00000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871402.1815,23500.10000,23500.00000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871413.764276,23500.10000,23500.00000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871424.9094741,23503.80000,23503.70000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871436.114558,23503.80000,23503.70000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871447.235233,23503.80000,23503.70000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871458.375461,23503.80000,23503.70000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871469.5132642,23503.80000,23503.70000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871480.599535,23503.80000,23503.70000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871491.734858,23503.80000,23503.70000,23500.00000,499.37060519,23572.37181,3332,23410.80000,23799.90000,2
1608871502.818571,23503.80000,23503.70000,23503.80000,499.39856419,23572.36797,3333,23410.80000,23799.90000,2
1608871513.892849,23503.80000,23503.70000,23503.80000,499.40724719,23572.36678,3335,23410.80000,23799.90000,2
1608871524.962327,23503.80000,23503.70000,23503.80000,499.40724719,23572.36678,3335,23410.80000,23799.90000,2
1608871537.4147258,23503.80000,23503.70000,23503.80000,499.40724719,23572.36678,3335,23410.80000,23799.90000,2
1608871548.638547,23503.80000,23503.70000,23503.80000,499.40724719,23572.36678,3335,23410.80000,23799.90000,2
1608871559.82203,23503.80000,23503.70000,23503.80000,499.40724719,23572.36678,3335,23410.80000,23799.90000,2
1608871571.1510599,23512.80000,23512.50000,23503.80000,499.40724719,23572.36678,3335,23410.80000,23799.90000,2
1608871582.728703,23509.00000,23508.10000,23507.90000,499.41245738,23572.36611,3336,23410.80000,23799.90000,2
1608871593.8779032,23509.00000,23506.50000,23507.90000,499.41245738,23572.36611,3336,23410.80000,23799.90000,2
1608871604.9556491,23507.80000,23506.40000,23507.90000,499.41245738,23572.36611,3336,23410.80000,23799.90000,2
1608871616.0849102,23507.80000,23506.90000,23507.90000,499.41245738,23572.36611,3336,23410.80000,23799.90000,2
1608871627.129977,23519.60000,23519.50000,23507.90000,499.41245738,23572.36611,3336,23410.80000,23799.90000,2
1608871638.2011409,23519.60000,23519.50000,23519.50000,499.49545738,23572.35732,3337,23410.80000,23799.90000,2
1608871649.262054,23526.90000,23526.80000,23521.30000,499.50013049,23572.35683,3339,23410.80000,23799.90000,2
1608871661.253381,23526.90000,23526.80000,23526.80000,499.52013049,23572.35501,3340,23410.80000,23799.90000,2
1608871672.397098,23526.90000,23526.80000,23526.80000,499.52013049,23572.35501,3340,23410.80000,23799.90000,2
1608871683.445955,23527.70000,23527.60000,23526.90000,499.52276799,23572.35477,3341,23410.80000,23799.90000,2
1608871694.4818718,23542.90000,23536.70000,23526.90000,499.52276799,23572.35477,3341,23410.80000,23799.90000,2
1608871705.541226,23543.90000,23543.80000,23543.90000,499.52487151,23572.35465,3342,23410.80000,23799.90000,2
1608871716.637953,23543.90000,23543.80000,23543.90000,499.52487151,23572.35465,3342,23410.80000,23799.90000,2
1608871727.673877,23543.90000,23543.80000,23543.90000,499.56750811,23572.35222,3343,23410.80000,23799.90000,2
1608871738.713513,23543.90000,23543.80000,23543.90000,499.57532321,23572.35178,3346,23410.80000,23799.90000,2
1608871749.824318,23543.90000,23543.80000,23543.90000,499.57532321,23572.35178,3346,23410.80000,23799.90000,2
1608871760.983253,23543.90000,23543.80000,23543.90000,499.57532321,23572.35178,3346,23410.80000,23799.90000,2
1608871772.114479,23543.90000,23543.80000,23543.90000,499.58583644,23572.35118,3347,23410.80000,23799.90000,2
1608871783.308115,23543.90000,23543.80000,23543.90000,499.58583644,23572.35118,3347,23410.80000,23799.90000,2
1608871794.452265,23543.90000,23543.80000,23543.90000,499.58583644,23572.35118,3347,23410.80000,23799.90000,2
1608871805.5552871,23543.90000,23543.80000,23543.90000,499.58583644,23572.35118,3347,23410.80000,23799.90000,2
1608871817.364529,23543.90000,23543.80000,23543.90000,499.58583644,23572.35118,3347,23410.80000,23799.90000,2
1608871828.5326662,23543.90000,23543.80000,23543.90000,499.58972549,23572.35096,3348,23410.80000,23799.90000,2
1608871839.624137,23543.90000,23543.80000,23543.90000,499.58972549,23572.35096,3348,23410.80000,23799.90000,2
